timestamp,pm1_mean,pm1_err,pm25_mean,pm25_err,pm10_mean,pm10_err
1777068666.8657308,1.5,0.5,3.0,0.0,3.0,0.0
1777068670.84404,1.0,0.0,3.0,0.0,3.0,0.0
1777068674.8935523,1.0,0.0,3.0,0.0,3.0,0.0
1777068678.8822005,1.0,0.0,3.0,0.0,3.5,0.5
1777068682.9134014,1.0,0.0,3.0,0.0,4.0,0.0
1777068686.8772929,1.0,0.0,3.0,0.0,4.0,0.0
1777068690.9220061,1.0,0.0,3.0,0.0,4.0,0.0
1777068694.9066553,1.0,0.0,3.0,0.0,4.0,0.0
1777068698.9221816,1.0,0.0,3.0,0.0,4.0,0.0
1777068702.9158776,2.0,0.0,3.0,0.0,4.0,0.0
1777068706.920065,2.0,0.0,3.0,0.0,3.5,0.5
1777068710.9582758,2.0,0.0,3.0,0.0,3.0,0.0
1777068714.958458,2.0,0.0,3.0,0.0,4.0,0.0
1777068718.981093,2.0,0.0,3.5,0.5,4.0,0.0
1777068722.9917657,2.0,0.0,4.0,0.0,4.0,0.0
1777068726.984271,2.0,0.0,4.0,0.0,5.0,0.0
1777068730.9874713,2.0,0.0,4.0,0.0,5.0,0.0
1777068735.01975,2.0,0.0,4.0,0.0,5.0,0.0
1777068739.0131006,2.0,0.0,4.0,0.0,4.0,0.0
1777068743.0362215,2.0,0.0,4.0,0.0,4.0,0.0
1777068747.030432,2.0,0.0,4.0,0.0,4.0,0.0
1777068751.0336916,2.0,0.0,4.0,0.0,4.0,0.0
1777068755.0576062,2.0,0.0,4.0,0.0,4.0,0.0
1777068759.0356605,2.0,0.0,4.0,0.0,4.0,0.0
1777068763.0750265,2.0,0.0,4.0,0.0,4.0,0.0
1777068767.0970225,2.0,0.0,4.0,0.0,4.0,0.0
1777068771.0929666,2.0,0.0,3.5,0.5,3.5,0.5
1777068775.0897517,2.0,0.0,3.0,0.0,3.0,0.0
1777068779.1169448,2.0,0.0,4.0,0.0,4.0,0.0
1777068783.108195,2.0,0.0,3.5,0.5,3.5,0.5
1777068787.106307,2.0,0.0,3.0,0.0,3.0,0.0
1777068791.1550162,2.0,0.0,3.0,0.0,3.0,0.0
1777068795.1390166,2.0,0.0,3.0,0.0,4.0,0.0
