timestamp,latitude,longitude,accuracy
1777068624.9147904,37.8760021,-122.2585305,3.0399999618530273
1777068625.0781245,37.8759993,-122.2585317,3.0390000343322754
1777068625.572849,37.8759891,-122.2585352,3.0260000228881836
1777068626.0496504,37.8759822,-122.2585378,3.0
1777068626.6260695,37.8759723,-122.2585397,3.0
1777068627.0698535,37.875964,-122.2585405,3.0
1777068627.239086,37.8759601,-122.2585417,3.0
1777068627.6648507,37.8759556,-122.2585453,3.0
1777068628.1228006,37.8759511,-122.2585493,3.0
1777068628.7837963,37.8759508,-122.2585573,3.003999948501587
1777068629.1774487,37.8759501,-122.2585582,3.00600004196167
1777068630.0887244,37.875951,-122.2585576,3.007999897003174
1777068630.966936,37.8759513,-122.2585564,3.0209999084472656
1777068631.316644,37.8759457,-122.2585504,3.0190000534057617
1777068632.0871456,37.8759405,-122.2585435,3.0190000534057617
1777068632.6076844,37.8759378,-122.2585404,3.0209999084472656
1777068633.0952394,37.8759371,-122.2585397,3.0209999084472656
1777068633.389265,37.8759359,-122.2585406,3.0209999084472656
1777068634.091692,37.8759331,-122.2585385,3.0160000324249268
1777068634.290942,37.8759322,-122.2585369,3.0139999389648438
1777068635.1590471,37.8759303,-122.2585351,3.01200008392334
1777068636.0842223,37.8759291,-122.2585334,3.0
1777068636.536412,37.8759268,-122.2585313,3.0
1777068637.0146337,37.8759262,-122.2585306,3.0
1777068637.7298028,37.8759236,-122.2585289,3.0
1777068638.0741665,37.8759232,-122.2585286,3.0
1777068638.9568245,37.875921,-122.2585268,3.0179998874664307
1777068639.0581245,37.875917,-122.2585242,3.0299999713897705
1777068639.2129154,37.8759141,-122.258522,3.0269999504089355
1777068639.7793593,37.8759118,-122.2585206,3.0269999504089355
1777068640.096727,37.8759098,-122.2585194,3.0250000953674316
1777068640.7668595,37.8759083,-122.258518,3.0250000953674316
1777068641.1016352,37.8759068,-122.2585171,3.0230000019073486
1777068641.6776543,37.8759051,-122.258516,3.0250000953674316
1777068642.1719065,37.8759038,-122.2585152,3.0250000953674316
1777068642.4385192,37.8759027,-122.2585145,3.0250000953674316
1777068643.0817702,37.8759015,-122.2585134,3.0269999504089355
1777068643.559029,37.8758999,-122.2585125,3.0250000953674316
1777068644.0810215,37.8758985,-122.2585121,3.0
1777068645.0849726,37.875896,-122.2585117,3.0
1777068646.109695,37.875894,-122.2585116,3.0
1777068646.2535415,37.8758928,-122.2585116,3.0
1777068646.7389426,37.8758922,-122.2585116,3.0
1777068646.8772516,37.8758924,-122.2585116,3.0
1777068647.0782707,37.875892,-122.2585118,3.0
1777068648.0631611,37.8758902,-122.2585125,3.0
1777068648.5763667,37.875889,-122.2585127,3.0
1777068649.0917037,37.8758886,-122.2585129,3.0
1777068649.2974215,37.8758875,-122.2585134,3.0
1777068650.0838687,37.8758864,-122.2585142,3.0
1777068651.138026,37.8758853,-122.2585155,3.0179998874664307
1777068652.1333337,37.8758834,-122.2585162,3.0399999618530273
1777068652.2914581,37.8758825,-122.2585157,3.069999933242798
1777068652.8717043,37.8758819,-122.258515,3.1080000400543213
1777068653.0893161,37.8758816,-122.2585148,3.128000020980835
1777068654.0738695,37.8758809,-122.2585138,3.181999921798706
1777068654.5264373,37.8758803,-122.2585127,3.253999948501587
1777068655.0892944,37.8758796,-122.2585128,3.299999952316284
1777068656.071861,37.8758789,-122.2585132,3.319999933242798
1777068657.0876539,37.8758793,-122.2585146,3.318000078201294
1777068657.4937038,37.8758787,-122.2585146,3.3519999980926514
1777068658.1178632,37.8758791,-122.2585152,3.3289999961853027
1777068658.3326955,37.875879,-122.258516,3.321000099182129
1777068658.90961,37.8758792,-122.2585166,3.3269999027252197
1777068659.0614123,37.8758793,-122.2585168,3.319000005722046
1777068660.0638561,37.8758796,-122.2585173,3.306999921798706
1777068661.068129,37.8758807,-122.258517,3.2809998989105225
1777068662.0841618,37.8758819,-122.2585159,3.250999927520752
1777068662.2163875,37.8758817,-122.2585157,3.2260000705718994
1777068663.0722635,37.8758812,-122.2585155,3.203000068664551
1777068664.0835712,37.8758801,-122.2585147,3.1419999599456787
1777068665.2149937,37.8758791,-122.2585146,3.1019999980926514
1777068666.0924447,37.8758789,-122.2585151,3.065000057220459
1777068667.1422062,37.8758798,-122.2585164,3.055999994277954
1777068668.0853431,37.875881,-122.2585177,3.0390000343322754
1777068668.157498,37.8758811,-122.2585178,3.0160000324249268
1777068668.890767,37.8758812,-122.2585175,3.013000011444092
1777068669.089646,37.8758817,-122.258518,3.013000011444092
1777068669.6565235,37.8758815,-122.2585178,3.01200008392334
1777068669.9987864,37.8758814,-122.2585177,3.009999990463257
1777068670.0764453,37.8758812,-122.2585179,3.009000062942505
1777068671.1039057,37.8758818,-122.2585179,3.0
1777068672.253363,37.8758811,-122.2585176,3.0
1777068673.0921693,37.8758803,-122.2585174,3.0
1777068674.1588843,37.8758796,-122.2585177,3.0
1777068675.1142619,37.8758787,-122.2585179,3.0
1777068676.0892527,37.8758775,-122.2585177,3.0
1777068677.0092478,37.875876,-122.2585173,3.000999927520752
1777068677.5742233,37.8758756,-122.2585169,3.0
1777068678.022299,37.8758759,-122.2585169,3.0
1777068679.0808985,37.875876,-122.2585169,3.0
1777068680.0836313,37.8758762,-122.2585164,3.0
1777068681.1806192,37.875876,-122.2585163,3.0
1777068682.0924277,37.8758754,-122.2585165,3.003999948501587
1777068682.6938908,37.875875,-122.2585159,3.005000114440918
1777068683.1146786,37.8758752,-122.2585159,3.005000114440918
1777068684.0818524,37.8758753,-122.258516,3.0399999618530273
1777068685.0830228,37.8758758,-122.2585162,3.0460000038146973
1777068685.4079132,37.8758755,-122.2585161,3.0460000038146973
1777068685.8133194,37.8758749,-122.258516,3.0399999618530273
1777068686.0915473,37.8758748,-122.258516,3.0399999618530273
1777068687.082497,37.8758741,-122.2585164,3.0360000133514404
1777068688.0921633,37.8758734,-122.2585168,3.0350000858306885
1777068689.0579565,37.8758726,-122.2585172,3.0350000858306885
1777068690.129406,37.8758721,-122.2585174,3.0
1777068691.1110163,37.8758717,-122.2585173,3.0
1777068692.0717535,37.8758723,-122.2585173,3.0
1777068693.066602,37.8758731,-122.2585175,3.0
1777068694.063086,37.8758736,-122.2585175,3.0
1777068694.6415923,37.8758731,-122.2585172,3.0
1777068695.0989342,37.8758731,-122.2585171,3.007999897003174
1777068695.1015503,37.8758734,-122.2585172,3.007999897003174
1777068696.0785027,37.875873,-122.2585175,3.007999897003174
1777068697.1949985,37.8758725,-122.2585173,3.007999897003174
1777068698.1584396,37.8758727,-122.2585171,3.007999897003174
1777068699.0720992,37.8758728,-122.258517,3.007999897003174
1777068700.0810478,37.875873,-122.2585163,3.0
1777068700.9376602,37.8758721,-122.2585156,3.0
1777068701.0686715,37.875873,-122.2585157,3.0
1777068702.075023,37.8758738,-122.2585156,3.0
1777068703.0895367,37.8758736,-122.2585158,3.0
1777068704.0740862,37.8758742,-122.2585156,3.0
1777068705.074913,37.8758736,-122.2585157,3.0
1777068706.091842,37.8758726,-122.2585155,3.0
1777068707.0832238,37.8758732,-122.2585161,3.002000093460083
1777068708.081654,37.8758729,-122.2585156,3.009000062942505
1777068708.6550014,37.8758721,-122.2585154,3.006999969482422
1777068709.073733,37.8758721,-122.2585154,3.006999969482422
1777068710.0872092,37.8758721,-122.2585158,3.00600004196167
1777068711.0601428,37.8758728,-122.258516,3.00600004196167
1777068712.0793302,37.8758728,-122.258516,3.005000114440918
1777068713.202842,37.8758733,-122.258516,3.003999948501587
1777068713.9549744,37.8758738,-122.258516,3.0
1777068714.0951688,37.8758741,-122.258516,3.0
1777068714.479172,37.8758744,-122.2585162,3.0
1777068715.0738118,37.8758752,-122.2585161,3.0
1777068715.1840072,37.875875,-122.2585161,3.0
1777068716.0683517,37.8758751,-122.2585162,3.0
1777068716.371567,37.8758749,-122.2585163,3.0
1777068717.067366,37.8758753,-122.2585167,3.000999927520752
1777068717.2643025,37.875875,-122.2585167,3.000999927520752
1777068718.0854595,37.8758758,-122.2585174,3.002000093460083
1777068719.0863206,37.8758757,-122.2585176,3.0239999294281006
1777068720.0830207,37.8758752,-122.2585176,3.0239999294281006
1777068721.0543723,37.8758748,-122.2585178,3.0320000648498535
1777068721.58865,37.8758752,-122.2585182,3.0320000648498535
1777068722.0795238,37.8758756,-122.2585184,3.0280001163482666
1777068722.2134967,37.875875,-122.2585183,3.0260000228881836
1777068723.0731633,37.8758752,-122.2585185,3.0280001163482666
1777068724.0880313,37.8758747,-122.258518,3.0
1777068724.173974,37.8758739,-122.2585176,3.0
1777068725.0849452,37.8758734,-122.2585177,3.009999990463257
1777068726.0835032,37.8758728,-122.2585174,3.0160000324249268
1777068727.0867372,37.8758737,-122.2585171,3.0179998874664307
1777068727.4610717,37.8758736,-122.2585166,3.0350000858306885
1777068727.9262369,37.8758736,-122.2585162,3.052000045776367
1777068728.0709784,37.8758738,-122.2585161,3.056999921798706
1777068729.180945,37.8758745,-122.2585157,3.0829999446868896
1777068730.0797067,37.8758734,-122.2585153,3.1500000953674316
1777068730.9023955,37.875873,-122.2585153,3.190999984741211
1777068731.085463,37.8758732,-122.2585154,3.200000047683716
1777068731.8934953,37.8758732,-122.2585166,3.236999988555908
1777068732.0354474,37.8758728,-122.258517,3.246000051498413
1777068732.4347057,37.8758723,-122.2585185,3.2739999294281006
1777068733.0700953,37.8758707,-122.2585192,3.3340001106262207
1777068733.6613302,37.8758682,-122.2585197,3.3310000896453857
1777068734.0730731,37.8758656,-122.2585223,3.3450000286102295
1777068734.256862,37.8758634,-122.2585232,3.3420000076293945
1777068734.8299866,37.8758594,-122.2585277,3.3580000400543213
1777068735.0812125,37.8758566,-122.2585313,3.3540000915527344
1777068735.4007323,37.875852,-122.2585332,3.3299999237060547
1777068735.9433627,37.8758462,-122.2585362,3.3289999961853027
1777068736.1944084,37.8758441,-122.2585368,3.315999984741211
1777068736.5417728,37.8758373,-122.2585382,3.306999921798706
1777068737.0919125,37.8758314,-122.2585399,3.2850000858306885
1777068737.0980241,37.8758301,-122.2585401,3.2730000019073486
1777068737.7062979,37.8758236,-122.2585423,3.2660000324249268
1777068738.0738468,37.8758197,-122.2585433,3.250999927520752
1777068738.2288957,37.8758171,-122.258543,3.240000009536743
1777068738.8356,37.8758114,-122.2585455,3.242000102996826
1777068739.0829124,37.8758087,-122.2585454,3.240999937057495
1777068739.3395166,37.8758051,-122.2585451,3.2360000610351562
1777068739.690606,37.8758024,-122.2585456,3.246999979019165
1777068740.0673923,37.8757992,-122.2585473,3.23799991607666
1777068740.0741735,37.8757976,-122.258547,3.242000102996826
1777068740.539435,37.8757918,-122.2585479,3.26200008392334
1777068741.0764709,37.8757865,-122.2585507,3.2929999828338623
1777068741.6190078,37.8757788,-122.2585493,3.3380000591278076
1777068742.0698457,37.8757723,-122.2585485,3.378999948501587
1777068742.1785078,37.8757689,-122.2585461,3.4170000553131104
1777068742.733627,37.8757617,-122.258546,3.4649999141693115
1777068743.0839612,37.8757579,-122.2585463,3.49399995803833
1777068743.2743828,37.8757537,-122.2585436,3.558000087738037
1777068744.074719,37.8757448,-122.2585431,3.6040000915527344
1777068744.3282754,37.8757417,-122.2585415,3.5899999141693115
1777068744.9760833,37.8757357,-122.2585435,3.6530001163482666
1777068745.5034814,37.8757299,-122.2585412,3.6579999923706055
1777068746.0432625,37.8757246,-122.2585418,3.6730000972747803
1777068746.613117,37.8757184,-122.2585414,3.6619999408721924
1777068747.0873437,37.8757133,-122.2585404,3.6519999504089355
1777068747.1915762,37.8757117,-122.2585379,3.635999917984009
1777068747.4100938,37.8757108,-122.2585369,3.630000114440918
1777068747.7791846,37.8757045,-122.258536,3.6050000190734863
1777068748.0876145,37.875701,-122.2585345,3.5929999351501465
1777068748.3753188,37.8756976,-122.258532,3.558000087738037
1777068748.936967,37.8756915,-122.2585317,3.562000036239624
1777068749.0750103,37.8756896,-122.2585302,3.559999942779541
1777068749.4485657,37.875685,-122.2585274,3.5789999961853027
1777068750.0277164,37.8756786,-122.2585266,3.6089999675750732
1777068750.5566597,37.8756725,-122.2585245,3.6489999294281006
1777068751.0864677,37.8756669,-122.2585215,3.677000045776367
1777068751.0901601,37.8756656,-122.2585204,3.7119998931884766
1777068751.661737,37.8756587,-122.2585137,3.7639999389648438
1777068752.0680733,37.8756542,-122.2585085,3.815999984741211
1777068752.2151554,37.8756507,-122.2585004,3.8440001010894775
1777068752.783073,37.8756442,-122.2584943,3.881999969482422
1777068753.104682,37.8756411,-122.2584907,3.944999933242798
1777068753.3585885,37.8756372,-122.258485,3.941999912261963
1777068753.8870962,37.8756316,-122.2584809,3.9240000247955322
1777068754.0844228,37.87563,-122.2584794,3.930999994277954
1777068754.3503556,37.8756277,-122.2584771,3.9070000648498535
1777068755.0255327,37.875622,-122.2584741,3.890000104904175
1777068755.607545,37.8756197,-122.2584717,3.7780001163482666
1777068756.0867062,37.8756167,-122.2584702,3.743000030517578
1777068756.1153436,37.8756172,-122.2584702,3.634999990463257
1777068756.7786148,37.8756121,-122.2584686,3.5339999198913574
1777068757.0888703,37.8756099,-122.2584679,3.497999906539917
1777068757.3354037,37.8756084,-122.2584671,3.384999990463257
1777068757.9144974,37.8756032,-122.2584657,3.321000099182129
1777068758.075812,37.875602,-122.2584653,3.305999994277954
1777068758.4560797,37.875598,-122.2584639,3.265000104904175
1777068759.0284636,37.8755926,-122.258463,3.257999897003174
1777068759.644276,37.8755847,-122.2584605,3.2750000953674316
1777068760.1084197,37.8755802,-122.258459,3.2780001163482666
1777068760.217056,37.8755776,-122.2584577,3.303999900817871
1777068761.0592003,37.8755677,-122.258456,3.3570001125335693
1777068761.346955,37.8755629,-122.2584556,3.421999931335449
1777068761.9071178,37.875556,-122.258456,3.509000062942505
1777068762.0752006,37.8755544,-122.2584559,3.5799999237060547
1777068762.550274,37.8755469,-122.2584549,3.6440000534057617
1777068762.9193091,37.8755441,-122.2584544,3.6670000553131104
1777068763.0578122,37.8755412,-122.2584535,3.757999897003174
1777068763.7373369,37.8755329,-122.2584516,3.7820000648498535
1777068764.0580664,37.875529,-122.2584506,3.7839999198913574
1777068764.375156,37.8755253,-122.2584496,3.7799999713897705
1777068764.8514504,37.8755184,-122.2584482,3.7679998874664307
1777068765.0678613,37.8755162,-122.2584478,3.7709999084472656
1777068765.4136043,37.8755127,-122.2584471,3.743000030517578
1777068766.0757227,37.8755063,-122.2584468,3.7200000286102295
1777068766.6079857,37.8755019,-122.2584461,3.681999921798706
1777068767.0732684,37.8754986,-122.2584451,3.5940001010894775
1777068767.1108673,37.8754986,-122.2584444,3.572000026702881
1777068767.7043664,37.8754936,-122.2584431,3.5369999408721924
1777068768.1612587,37.8754908,-122.2584426,3.490000009536743
1777068768.3638315,37.8754891,-122.2584411,3.440999984741211
1777068768.8585355,37.8754837,-122.2584392,3.427000045776367
1777068769.058203,37.8754826,-122.2584387,3.4130001068115234
1777068769.4132817,37.8754789,-122.2584369,3.424999952316284
1777068769.9913876,37.8754728,-122.2584351,3.428999900817871
1777068770.5656502,37.8754675,-122.2584335,3.4210000038146973
1777068770.6121397,37.8754639,-122.2584326,3.4119999408721924
1777068771.0784938,37.8754595,-122.2584314,3.3989999294281006
1777068771.1923206,37.8754568,-122.2584308,3.365999937057495
1777068771.7189033,37.8754507,-122.258429,3.3480000495910645
1777068772.062183,37.8754478,-122.2584277,3.3340001106262207
1777068772.3491857,37.8754447,-122.2584262,3.315000057220459
1777068772.9135895,37.8754395,-122.2584234,3.2890000343322754
1777068773.0425546,37.8754388,-122.2584229,3.2679998874664307
1777068773.5477295,37.8754343,-122.2584213,3.24399995803833
1777068774.078248,37.8754306,-122.2584197,3.2219998836517334
1777068774.1222744,37.8754308,-122.2584203,3.193000078201294
1777068774.6912422,37.875426,-122.2584185,3.1740000247955322
1777068775.0948129,37.8754234,-122.2584175,3.1449999809265137
1777068775.2592604,37.8754221,-122.258418,3.121999979019165
1777068775.8646843,37.8754159,-122.2584175,3.1089999675750732
1777068776.1022162,37.8754136,-122.2584182,3.1089999675750732
1777068776.2646701,37.875412,-122.258418,3.122999906539917
1777068776.9441137,37.8754047,-122.2584188,3.1500000953674316
1777068777.070867,37.8754043,-122.2584194,3.1619999408721924
1777068777.5032227,37.8754008,-122.2584195,3.2070000171661377
1777068778.0141249,37.8753961,-122.2584204,3.2669999599456787
1777068778.249626,37.8753965,-122.2584208,3.2869999408721924
1777068778.6093137,37.8753919,-122.2584224,3.3350000381469727
1777068779.096089,37.8753883,-122.2584245,3.36899995803833
1777068779.650846,37.8753826,-122.2584252,3.4679999351501465
1777068780.0599594,37.8753797,-122.2584258,3.555000066757202
1777068780.2179527,37.8753786,-122.2584248,3.634999990463257
1777068780.7468517,37.8753739,-122.2584253,3.691999912261963
1777068781.0780659,37.8753722,-122.2584277,3.805000066757202
1777068781.3082228,37.8753696,-122.2584296,3.8970000743865967
1777068781.8746288,37.8753647,-122.2584347,3.943000078201294
1777068782.0570176,37.8753644,-122.2584381,4.050000190734863
1777068782.3945377,37.8753624,-122.2584449,4.074999809265137
1777068782.9427962,37.8753606,-122.2584533,4.150000095367432
1777068783.0748875,37.8753611,-122.2584571,4.163000106811523
1777068783.5189865,37.8753604,-122.258463,4.258999824523926
1777068783.986054,37.8753594,-122.2584717,4.315000057220459
1777068784.4193594,37.8753594,-122.2584799,4.39300012588501
1777068784.9259374,37.8753583,-122.2584882,4.414000034332275
1777068785.077055,37.8753589,-122.2584907,4.4079999923706055
1777068785.4622765,37.8753573,-122.2584977,4.431000232696533
1777068786.0181463,37.8753556,-122.258507,4.429999828338623
1777068786.5498183,37.8753549,-122.258517,4.4029998779296875
1777068787.0593293,37.8753541,-122.2585249,4.396999835968018
1777068787.5366676,37.8753542,-122.2585324,4.383999824523926
1777068788.069364,37.8753555,-122.2585401,4.368000030517578
1777068788.5740645,37.8753575,-122.2585478,4.360000133514404
1777068789.003792,37.8753585,-122.2585553,4.354000091552734
1777068789.4825747,37.8753586,-122.2585627,4.361999988555908
1777068790.0004408,37.8753579,-122.2585708,4.36899995803833
1777068790.461312,37.8753582,-122.2585787,4.381999969482422
1777068790.9562674,37.8753578,-122.2585868,4.401000022888184
1777068791.1185122,37.8753587,-122.258588,4.39900016784668
1777068791.581749,37.8753583,-122.2585972,4.421000003814697
1777068791.9851894,37.8753583,-122.2586048,4.451000213623047
1777068792.4979885,37.8753592,-122.2586131,4.460000038146973
1777068792.9831073,37.8753593,-122.2586212,4.492000102996826
1777068793.5372353,37.8753595,-122.2586303,4.513999938964844
1777068794.0167673,37.8753611,-122.2586398,4.514999866485596
1777068794.516688,37.8753618,-122.2586484,4.51200008392334
1777068795.0899823,37.8753619,-122.2586571,4.507999897003174
1777068795.542235,37.8753619,-122.2586646,4.486000061035156
1777068796.074542,37.8753624,-122.258671,4.451000213623047
1777068796.123122,37.8753615,-122.2586724,4.4070000648498535
1777068796.6086442,37.8753604,-122.2586797,4.361999988555908
1777068797.0669494,37.8753594,-122.2586866,4.302999973297119
1777068797.6710424,37.8753588,-122.2586943,4.247000217437744
1777068798.0745203,37.8753594,-122.258699,4.144999980926514
1777068798.293654,37.8753588,-122.2587016,4.110000133514404
1777068798.6752112,37.8753582,-122.2587084,4.054999828338623
1777068799.0644042,37.8753587,-122.2587124,3.989000082015991
1777068799.2167618,37.8753579,-122.2587148,3.940999984741211
1777068800.0783033,37.8753579,-122.2587258,3.8420000076293945
1777068800.378967,37.8753561,-122.2587322,3.7939999103546143
1777068800.8616197,37.8753547,-122.2587401,3.755000114440918
1777068801.0725574,37.8753548,-122.2587416,3.752000093460083
1777068801.3281848,37.8753537,-122.2587447,3.693000078201294
1777068801.3562088,37.8753525,-122.2587493,3.6619999408721924
1777068801.8734102,37.8753505,-122.2587586,3.63100004196167
1777068802.084518,37.8753499,-122.2587618,3.622999906539917
1777068802.3911238,37.8753492,-122.2587667,3.571000099182129
1777068802.929736,37.8753478,-122.2587748,3.5460000038146973
1777068803.068679,37.875348,-122.2587756,3.5269999504089355
1777068803.4327207,37.8753474,-122.2587816,3.48799991607666
1777068803.9721744,37.8753464,-122.2587891,3.4649999141693115
1777068804.07251,37.8753467,-122.2587895,3.450000047683716
1777068804.4465027,37.8753461,-122.2587953,3.4140000343322754
1777068804.9166083,37.8753451,-122.2588029,3.4019999504089355
1777068805.0613031,37.8753452,-122.2588037,3.380000114440918
1777068805.4684644,37.8753444,-122.2588099,3.3429999351501465
1777068805.970683,37.8753437,-122.2588169,3.308000087738037
1777068806.0672696,37.875344,-122.2588171,3.2929999828338623
1777068806.4834442,37.8753437,-122.2588228,3.249000072479248
1777068806.9877892,37.8753436,-122.2588303,3.236999988555908
1777068807.4837515,37.8753438,-122.2588344,3.194000005722046
1777068807.9949517,37.8753431,-122.258841,3.187999963760376
1777068808.5294178,37.8753418,-122.2588457,3.1760001182556152
1777068809.0368974,37.8753406,-122.2588498,3.180999994277954
1777068809.0394337,37.8753399,-122.2588518,3.177000045776367
1777068809.5877085,37.8753395,-122.2588569,3.180999994277954
1777068810.0715942,37.8753401,-122.2588603,3.1640000343322754
1777068810.617283,37.8753383,-122.2588664,3.178999900817871
1777068811.0936203,37.8753383,-122.25887,3.188999891281128
1777068811.1251678,37.8753373,-122.2588697,3.1760001182556152
1777068811.7436743,37.875336,-122.2588759,3.1679999828338623
1777068812.065257,37.8753356,-122.2588796,3.1649999618530273
1777068812.1674793,37.8753348,-122.2588803,3.1540000438690186
1777068812.6597893,37.8753335,-122.2588864,3.1480000019073486
1777068813.0702672,37.8753328,-122.2588915,3.140000104904175
