timestamp,cps,cps_err,usv_hr
1777068701.061306,9.0,2.1213203435596424,0.112806
1777068703.074093,7.0,1.8708286933869707,0.087738
1777068705.095943,6.5,1.8027756377319946,0.081471
1777068707.1283696,4.0,1.4142135623730951,0.050136
1777068709.1360652,6.5,1.8027756377319946,0.081471
1777068711.167649,6.0,1.7320508075688772,0.075204
1777068713.1959112,6.5,1.8027756377319946,0.081471
1777068715.1746328,4.0,1.4142135623730951,0.050136
1777068717.1902907,6.5,1.8027756377319946,0.081471
1777068719.250828,10.0,2.23606797749979,0.12534
1777068721.2420495,4.0,1.4142135623730951,0.050136
1777068723.2523267,5.0,1.5811388300841898,0.06267
1777068725.2859433,8.5,2.0615528128088303,0.106539
1777068727.298183,11.0,2.345207879911715,0.137874
1777068729.3119109,6.0,1.7320508075688772,0.075204
1777068731.3515844,5.0,1.5811388300841898,0.06267
1777068733.3639448,5.0,1.5811388300841898,0.06267
1777068735.3829648,6.0,1.7320508075688772,0.075204
1777068737.3605385,5.0,1.5811388300841898,0.06267
1777068739.3761244,6.5,1.8027756377319946,0.081471
1777068741.4109738,6.5,1.8027756377319946,0.081471
1777068743.4526837,8.0,2.0,0.100272
1777068745.4769516,5.5,1.6583123951777,0.068937
1777068747.4457138,10.5,2.29128784747792,0.131607
1777068749.4734414,4.5,1.5,0.056403
1777068751.5002356,6.0,1.7320508075688772,0.075204
1777068753.5293932,8.0,2.0,0.100272
1777068755.5232656,6.0,1.7320508075688772,0.075204
1777068757.5350657,7.5,1.9364916731037085,0.094005
1777068759.5535798,3.0,1.224744871391589,0.037602
1777068761.5779095,6.5,1.8027756377319946,0.081471
1777068763.5907395,5.0,1.5811388300841898,0.06267
1777068765.6308157,6.5,1.8027756377319946,0.081471
1777068767.6139464,11.0,2.345207879911715,0.137874
1777068769.634953,6.5,1.8027756377319946,0.081471
1777068771.662167,8.5,2.0615528128088303,0.106539
1777068773.6869476,5.5,1.6583123951777,0.068937
1777068775.7125275,4.0,1.4142135623730951,0.050136
1777068777.7503793,8.0,2.0,0.100272
1777068779.751182,6.0,1.7320508075688772,0.075204
1777068781.7658665,7.0,1.8708286933869707,0.087738
1777068783.7824667,8.0,2.0,0.100272
1777068785.816026,4.5,1.5,0.056403
1777068787.829116,8.5,2.0615528128088303,0.106539
1777068789.8117702,8.0,2.0,0.100272
1777068791.8272235,9.0,2.1213203435596424,0.112806
1777068793.841345,5.5,1.6583123951777,0.068937
1777068795.861302,8.5,2.0615528128088303,0.106539
1777068797.871545,7.5,1.9364916731037085,0.094005
1777068799.898092,5.0,1.5811388300841898,0.06267
1777068801.92207,7.0,1.8708286933869707,0.087738
1777068803.936875,6.5,1.8027756377319946,0.081471
1777068805.9766154,3.0,1.224744871391589,0.037602
1777068807.964926,6.0,1.7320508075688772,0.075204
1777068809.987296,5.0,1.5811388300841898,0.06267
1777068812.015531,2.5,1.118033988749895,0.031335
1777068814.0347888,5.5,1.6583123951777,0.068937
1777068816.0545416,3.0,1.224744871391589,0.037602
1777068818.0807242,6.0,1.7320508075688772,0.075204
1777068820.085423,3.0,1.224744871391589,0.037602
1777068822.0941336,6.0,1.7320508075688772,0.075204
1777068824.114641,5.5,1.6583123951777,0.068937
1777068826.139955,7.0,1.8708286933869707,0.087738
1777068828.1572142,7.0,1.8708286933869707,0.087738
1777068830.1466253,4.5,1.5,0.056403
1777068832.170175,7.5,1.9364916731037085,0.094005
1777068834.1959922,7.0,1.8708286933869707,0.087738
1777068836.2509656,7.0,1.8708286933869707,0.087738
1777068838.216106,7.0,1.8708286933869707,0.087738
1777068840.2353072,5.5,1.6583123951777,0.068937
1777068842.264475,4.0,1.4142135623730951,0.050136
1777068844.3086915,6.5,1.8027756377319946,0.081471
1777068846.3317509,4.5,1.5,0.056403
1777068848.3313105,5.0,1.5811388300841898,0.06267
1777068850.3641233,3.0,1.224744871391589,0.037602
1777068852.332857,5.0,1.5811388300841898,0.06267
1777068854.396216,7.5,1.9364916731037085,0.094005
1777068856.4166427,8.5,2.0615528128088303,0.106539
1777068858.4270873,8.0,2.0,0.100272
1777068860.4523342,6.5,1.8027756377319946,0.081471
1777068862.461903,5.0,1.5811388300841898,0.06267
1777068864.4455075,6.5,1.8027756377319946,0.081471
1777068866.4686828,9.5,2.179449471770337,0.119073
1777068868.4888752,5.0,1.5811388300841898,0.06267
1777068870.5326529,4.5,1.5,0.056403
1777068872.5205007,10.0,2.23606797749979,0.12534
1777068874.5293941,5.5,1.6583123951777,0.068937
1777068876.5603166,6.5,1.8027756377319946,0.081471
1777068878.589355,5.5,1.6583123951777,0.068937
1777068880.6091642,6.0,1.7320508075688772,0.075204
1777068882.6180956,4.5,1.5,0.056403
1777068884.607816,8.5,2.0615528128088303,0.106539
1777068886.6248746,3.0,1.224744871391589,0.037602
1777068888.6390183,5.5,1.6583123951777,0.068937
1777068890.68908,6.5,1.8027756377319946,0.081471
1777068892.7017303,5.5,1.6583123951777,0.068937
1777068894.7186408,5.0,1.5811388300841898,0.06267
1777068896.7416937,9.0,2.1213203435596424,0.112806
1777068898.750593,7.5,1.9364916731037085,0.094005
1777068900.7847376,5.5,1.6583123951777,0.068937
1777068902.7917328,5.5,1.6583123951777,0.068937
1777068904.8124583,5.5,1.6583123951777,0.068937
1777068906.790774,8.5,2.0615528128088303,0.106539
1777068908.8118954,8.5,2.0615528128088303,0.106539
1777068910.8354342,5.5,1.6583123951777,0.068937
1777068912.8718524,4.0,1.4142135623730951,0.050136
1777068914.8902347,7.5,1.9364916731037085,0.094005
1777068916.9022717,7.0,1.8708286933869707,0.087738
1777068918.9331546,4.0,1.4142135623730951,0.050136
1777068920.958344,4.5,1.5,0.056403
1777068922.9641798,7.0,1.8708286933869707,0.087738
1777068924.958485,5.5,1.6583123951777,0.068937
1777068926.983349,6.0,1.7320508075688772,0.075204
1777068928.9974735,4.5,1.5,0.056403
1777068931.0318606,4.0,1.4142135623730951,0.050136
1777068933.0446155,5.0,1.5811388300841898,0.06267
1777068935.0688822,7.0,1.8708286933869707,0.087738
1777068937.0629034,4.5,1.5,0.056403
1777068939.0728972,10.0,2.23606797749979,0.12534
1777068941.0926447,8.0,2.0,0.100272
1777068943.124192,6.0,1.7320508075688772,0.075204
1777068945.1503093,4.5,1.5,0.056403
1777068947.1587777,6.0,1.7320508075688772,0.075204
1777068949.1978893,9.0,2.1213203435596424,0.112806
1777068951.1689436,11.5,2.3979157616563596,0.144141
1777068953.1895115,8.5,2.0615528128088303,0.106539
1777068955.237781,11.0,2.345207879911715,0.137874
1777068957.2533934,8.5,2.0615528128088303,0.106539
1777068959.2612412,6.0,1.7320508075688772,0.075204
1777068961.2995374,4.5,1.5,0.056403
1777068963.3114583,6.0,1.7320508075688772,0.075204
1777068965.298412,4.5,1.5,0.056403
1777068967.3350306,8.5,2.0615528128088303,0.106539
1777068969.3502958,5.0,1.5811388300841898,0.06267
1777068971.3649664,8.0,2.0,0.100272
1777068973.3555856,5.0,1.5811388300841898,0.06267
1777068975.4233449,6.5,1.8027756377319946,0.081471
1777068977.3890176,9.0,2.1213203435596424,0.112806
1777068979.4176505,7.0,1.8708286933869707,0.087738
1777068981.4527986,3.5,1.3228756555322954,0.043869
1777068983.4636667,6.5,1.8027756377319946,0.081471
1777068985.459824,5.0,1.5811388300841898,0.06267
1777068987.4765344,6.5,1.8027756377319946,0.081471
1777068989.494738,8.5,2.0615528128088303,0.106539
1777068991.5191054,6.0,1.7320508075688772,0.075204
1777068993.5350966,5.0,1.5811388300841898,0.06267
1777068995.5670524,6.0,1.7320508075688772,0.075204
1777068997.6073854,6.5,1.8027756377319946,0.081471
1777068999.6175256,2.0,1.0,0.025068
1777069001.5948987,4.0,1.4142135623730951,0.050136
1777069003.6429064,4.0,1.4142135623730951,0.050136
1777069005.6446028,5.0,1.5811388300841898,0.06267
1777069007.6503723,2.5,1.118033988749895,0.031335
1777069009.6673923,11.5,2.3979157616563596,0.144141
1777069011.6911054,7.0,1.8708286933869707,0.087738
1777069013.7040126,5.0,1.5811388300841898,0.06267
1777069015.7505093,7.0,1.8708286933869707,0.087738
1777069017.7468905,6.5,1.8027756377319946,0.081471
1777069019.7686577,4.5,1.5,0.056403
1777069021.7876813,5.5,1.6583123951777,0.068937
1777069023.8209522,6.0,1.7320508075688772,0.075204
1777069025.8472862,7.5,1.9364916731037085,0.094005
1777069027.8706203,4.5,1.5,0.056403
1777069029.8592706,7.0,1.8708286933869707,0.087738
1777069031.8724089,3.0,1.224744871391589,0.037602
1777069033.8833814,6.0,1.7320508075688772,0.075204
1777069035.9191432,5.5,1.6583123951777,0.068937
1777069037.9322345,4.5,1.5,0.056403
1777069039.9632297,5.0,1.5811388300841898,0.06267
1777069041.9776225,6.0,1.7320508075688772,0.075204
1777069043.9906256,7.0,1.8708286933869707,0.087738
1777069046.0199764,4.5,1.5,0.056403
1777069048.036941,7.5,1.9364916731037085,0.094005
1777069050.0159554,4.5,1.5,0.056403
1777069052.0559099,7.5,1.9364916731037085,0.094005
1777069054.0659623,4.0,1.4142135623730951,0.050136
1777069056.0978324,8.5,2.0615528128088303,0.106539
1777069058.0813494,6.5,1.8027756377319946,0.081471
1777069060.1049573,6.5,1.8027756377319946,0.081471
1777069062.1232452,2.5,1.118033988749895,0.031335
1777069064.1600757,6.5,1.8027756377319946,0.081471
1777069066.1819787,7.5,1.9364916731037085,0.094005
1777069068.1948452,7.5,1.9364916731037085,0.094005
1777069070.2255847,8.5,2.0615528128088303,0.106539
1777069072.2026274,4.0,1.4142135623730951,0.050136
1777069074.2701068,1.5,0.8660254037844386,0.018801
1777069076.2694976,5.0,1.5811388300841898,0.06267
1777069078.2815063,5.0,1.5811388300841898,0.06267
1777069080.2747755,4.5,1.5,0.056403
1777069082.3163447,6.5,1.8027756377319946,0.081471
1777069084.3271112,6.5,1.8027756377319946,0.081471
1777069086.3534746,4.5,1.5,0.056403
1777069088.33986,2.0,1.0,0.025068
1777069090.3623607,6.5,1.8027756377319946,0.081471
1777069092.3757296,7.5,1.9364916731037085,0.094005
1777069094.3977876,4.0,1.4142135623730951,0.050136
1777069096.41991,4.0,1.4142135623730951,0.050136
1777069098.4413443,4.0,1.4142135623730951,0.050136
1777069100.489934,4.5,1.5,0.056403
1777069102.5026238,6.5,1.8027756377319946,0.081471
1777069104.5120473,4.0,1.4142135623730951,0.050136
1777069106.541399,5.0,1.5811388300841898,0.06267
1777069108.5533514,8.0,2.0,0.100272
1777069110.5756295,5.0,1.5811388300841898,0.06267
1777069112.5853565,3.5,1.3228756555322954,0.043869
1777069114.5951557,5.0,1.5811388300841898,0.06267
1777069116.591158,1.5,0.8660254037844386,0.018801
1777069118.6090312,4.5,1.5,0.056403
1777069120.6362605,2.0,1.0,0.025068
1777069122.6433375,5.5,1.6583123951777,0.068937
1777069124.6697915,5.5,1.6583123951777,0.068937
1777069126.7008057,5.0,1.5811388300841898,0.06267
1777069128.707601,3.5,1.3228756555322954,0.043869
1777069130.714457,7.0,1.8708286933869707,0.087738
1777069132.7239962,4.0,1.4142135623730951,0.050136
1777069134.7521808,3.0,1.224744871391589,0.037602
1777069136.7665858,3.5,1.3228756555322954,0.043869
1777069138.8035834,4.5,1.5,0.056403
1777069140.8012216,3.5,1.3228756555322954,0.043869
1777069142.8105218,7.5,1.9364916731037085,0.094005
1777069144.8331795,6.0,1.7320508075688772,0.075204
1777069146.848685,6.0,1.7320508075688772,0.075204
1777069148.8599622,3.5,1.3228756555322954,0.043869
1777069150.8817286,7.0,1.8708286933869707,0.087738
1777069152.889493,3.0,1.224744871391589,0.037602
1777069154.9062977,3.5,1.3228756555322954,0.043869
1777069156.9401965,6.0,1.7320508075688772,0.075204
1777069158.948452,5.5,1.6583123951777,0.068937
1777069160.9680018,5.5,1.6583123951777,0.068937
1777069162.9831192,5.0,1.5811388300841898,0.06267
1777069165.00752,5.0,1.5811388300841898,0.06267
1777069167.0463767,2.5,1.118033988749895,0.031335
1777069169.036882,4.0,1.4142135623730951,0.050136
1777069171.0530326,5.5,1.6583123951777,0.068937
1777069173.0646257,8.0,2.0,0.100272
1777069175.0895858,5.5,1.6583123951777,0.068937
1777069177.1025846,6.5,1.8027756377319946,0.081471
1777069179.1282275,8.0,2.0,0.100272
1777069181.166833,4.5,1.5,0.056403
1777069183.1812124,4.5,1.5,0.056403
1777069185.1719086,4.5,1.5,0.056403
1777069187.1872368,3.5,1.3228756555322954,0.043869
1777069189.2035968,6.0,1.7320508075688772,0.075204
1777069191.2424204,6.5,1.8027756377319946,0.081471
1777069193.2824497,8.0,2.0,0.100272
1777069195.2524605,4.5,1.5,0.056403
1777069197.2673697,5.0,1.5811388300841898,0.06267
1777069199.2848663,5.0,1.5811388300841898,0.06267
1777069201.3035827,6.0,1.7320508075688772,0.075204
1777069203.3283803,7.0,1.8708286933869707,0.087738
1777069205.3701935,4.0,1.4142135623730951,0.050136
1777069207.3894618,4.0,1.4142135623730951,0.050136
1777069209.372724,2.5,1.118033988749895,0.031335
1777069211.4033105,5.0,1.5811388300841898,0.06267
1777069213.4200613,3.5,1.3228756555322954,0.043869
1777069215.4235437,6.5,1.8027756377319946,0.081471
1777069217.4926612,5.5,1.6583123951777,0.068937
1777069219.505175,5.0,1.5811388300841898,0.06267
1777069221.494859,10.0,2.23606797749979,0.12534
1777069223.5041914,7.0,1.8708286933869707,0.087738
1777069225.5373557,7.0,1.8708286933869707,0.087738
1777069227.5473583,4.5,1.5,0.056403
1777069229.561045,5.5,1.6583123951777,0.068937
1777069231.594162,8.5,2.0615528128088303,0.106539
1777069233.6117258,4.5,1.5,0.056403
1777069235.6327617,5.5,1.6583123951777,0.068937
1777069237.6237652,6.5,1.8027756377319946,0.081471
1777069239.6455772,6.0,1.7320508075688772,0.075204
1777069241.668221,5.0,1.5811388300841898,0.06267
1777069243.6986566,4.5,1.5,0.056403
1777069245.718713,5.0,1.5811388300841898,0.06267
1777069247.7282,12.5,2.5,0.156675
1777069249.7213995,9.5,2.179449471770337,0.119073
1777069251.7411106,4.5,1.5,0.056403
1777069253.758693,8.5,2.0615528128088303,0.106539
1777069255.8031483,5.0,1.5811388300841898,0.06267
1777069257.8246887,4.5,1.5,0.056403
1777069259.8064835,5.0,1.5811388300841898,0.06267
1777069261.8231997,4.5,1.5,0.056403
1777069263.883542,5.0,1.5811388300841898,0.06267
1777069265.8639054,5.0,1.5811388300841898,0.06267
1777069267.876573,8.0,2.0,0.100272
1777069269.903618,5.5,1.6583123951777,0.068937
1777069271.9349282,6.0,1.7320508075688772,0.075204
1777069273.9514203,9.0,2.1213203435596424,0.112806
1777069275.9649477,8.0,2.0,0.100272
1777069278.0027518,7.0,1.8708286933869707,0.087738
1777069280.018208,6.0,1.7320508075688772,0.075204
1777069282.0423088,12.5,2.5,0.156675
1777069284.0256453,6.5,1.8027756377319946,0.081471
1777069286.0551367,6.0,1.7320508075688772,0.075204
1777069288.068205,4.0,1.4142135623730951,0.050136
1777069290.1111665,8.0,2.0,0.100272
1777069292.1217804,7.5,1.9364916731037085,0.094005
1777069294.139893,7.0,1.8708286933869707,0.087738
1777069296.1266558,5.5,1.6583123951777,0.068937
1777069298.1416614,8.5,2.0615528128088303,0.106539
1777069300.171926,6.0,1.7320508075688772,0.075204
1777069302.2138593,4.5,1.5,0.056403
1777069304.2239256,6.5,1.8027756377319946,0.081471
1777069306.2453415,6.5,1.8027756377319946,0.081471
1777069308.2285922,5.0,1.5811388300841898,0.06267
1777069310.2535944,7.5,1.9364916731037085,0.094005
1777069312.2723315,7.0,1.8708286933869707,0.087738
1777069314.3112843,9.5,2.179449471770337,0.119073
1777069316.3281546,6.5,1.8027756377319946,0.081471
1777069318.3416271,9.0,2.1213203435596424,0.112806
1777069320.3731773,5.0,1.5811388300841898,0.06267
1777069322.3874297,5.0,1.5811388300841898,0.06267
1777069324.3964076,4.5,1.5,0.056403
1777069326.431447,6.0,1.7320508075688772,0.075204
1777069328.4425728,8.0,2.0,0.100272
1777069330.424868,3.5,1.3228756555322954,0.043869
1777069332.4345171,6.0,1.7320508075688772,0.075204
1777069334.4564764,5.5,1.6583123951777,0.068937
1777069336.518756,8.0,2.0,0.100272
1777069338.5079455,5.0,1.5811388300841898,0.06267
1777069340.526652,3.5,1.3228756555322954,0.043869
1777069342.550998,3.5,1.3228756555322954,0.043869
1777069344.5920134,8.0,2.0,0.100272
1777069346.573141,6.5,1.8027756377319946,0.081471
1777069348.583117,5.0,1.5811388300841898,0.06267
1777069350.5916767,5.5,1.6583123951777,0.068937
