timestamp,cps,cps_err,usv_hr
1777067695.7233338,10.5,2.29128784747792,0.131607
1777067697.7553432,4.5,1.5,0.056403
1777067699.7631125,6.0,1.7320508075688772,0.075204
1777067701.7904563,6.0,1.7320508075688772,0.075204
1777067703.8264446,5.5,1.6583123951777,0.068937
1777067705.8375802,5.0,1.5811388300841898,0.06267
1777067707.8591108,6.0,1.7320508075688772,0.075204
1777067709.8419924,6.5,1.8027756377319946,0.081471
1777067711.8637664,6.5,1.8027756377319946,0.081471
1777067713.8976452,8.0,2.0,0.100272
1777067715.8871126,6.0,1.7320508075688772,0.075204
1777067717.9036942,6.0,1.7320508075688772,0.075204
1777067719.9751558,7.0,1.8708286933869707,0.087738
1777067721.9712346,5.5,1.6583123951777,0.068937
1777067723.982956,4.5,1.5,0.056403
1777067725.9986298,5.5,1.6583123951777,0.068937
1777067728.036828,6.5,1.8027756377319946,0.081471
1777067730.0226004,6.5,1.8027756377319946,0.081471
1777067732.0421872,6.5,1.8027756377319946,0.081471
1777067734.0713468,5.5,1.6583123951777,0.068937
1777067736.08712,9.5,2.179449471770337,0.119073
1777067738.128871,4.0,1.4142135623730951,0.050136
1777067740.1341693,5.5,1.6583123951777,0.068937
1777067742.1507633,6.5,1.8027756377319946,0.081471
1777067744.1649468,7.0,1.8708286933869707,0.087738
1777067746.1724718,4.5,1.5,0.056403
1777067748.2065578,2.5,1.118033988749895,0.031335
1777067750.2153308,6.5,1.8027756377319946,0.081471
1777067752.2511585,5.5,1.6583123951777,0.068937
