timestamp,pm1_mean,pm1_err,pm25_mean,pm25_err,pm10_mean,pm10_err
1777068150.830764,2.0,0.0,4.0,0.0,4.0,0.0
1777068154.7969234,2.0,0.0,3.5,0.5,3.5,0.5
1777068158.8566635,2.0,0.0,3.0,0.0,3.0,0.0
1777068162.8415227,2.0,0.0,4.0,0.0,4.0,0.0
1777068166.8396769,2.0,0.0,4.0,0.0,4.0,0.0
1777068170.8920505,2.0,0.0,4.0,0.0,4.0,0.0
1777068174.868233,2.0,0.0,5.0,0.0,6.0,0.0
1777068178.873218,2.0,0.0,5.0,0.0,6.0,0.0
1777068182.9189022,2.0,0.0,5.0,0.0,6.0,0.0
1777068186.9179127,2.0,0.0,5.0,0.0,6.0,0.0
1777068190.9194708,2.5,0.5,5.0,0.0,6.0,0.0
1777068194.9416232,3.0,0.0,5.0,0.0,6.0,0.0
1777068198.9598973,3.0,0.0,5.0,0.0,6.0,0.0
1777068202.9494786,3.0,0.0,5.0,0.0,6.0,0.0
1777068206.9503229,3.0,0.0,5.0,0.0,6.0,0.0
1777068210.9629052,3.0,0.0,5.0,0.0,6.0,0.0
1777068214.9874403,3.0,0.0,5.0,0.0,6.0,0.0
