timestamp,pm1_standard,pm25_standard,pm10_standard,Temperature,Gas,Humidity,Pressure,Altitude
2026-02-20 16:10:20,0,0,0,28.8704296875,57589,25.162020157247262,1006.7942895560581,53.887377429777885
2026-02-20 16:10:24,0,0,0,28.9649609375,88786,25.05378599530922,1006.8041103546739,53.80518863374358
2026-02-20 16:10:26,0,0,0,29.0501171875,107717,25.082138104705173,1006.8066384862246,53.78403118365076
2026-02-20 16:10:30,0,0,0,29.2899609375,123525,25.13863761152178,1006.7952442130015,53.879388019992255
2026-02-20 16:10:32,0,0,0,29.224140625,129045,25.436318883113415,1006.7990739790544,53.84733722759648
2026-02-20 16:10:36,0,0,0,29.3175,141829,25.542640120196474,1006.7977830004362,53.85814124143785
2026-02-20 16:10:39,0,0,0,29.153046875,147318,25.386858589551558,1006.7855450183703,53.9605597052765
2026-02-20 16:10:42,0,0,0,29.0149609375,153248,25.19487704331756,1006.7830865872136,53.98113419453017
2026-02-20 16:10:45,1,1,1,29.0528515625,160134,24.999983479484445,1006.7706591991232,54.0851390158873
2026-02-20 16:10:49,1,2,2,28.805390625,161680,24.7512903474388,1006.7224357416204,54.488731015576626
2026-02-20 16:10:52,1,3,3,28.5719921875,160749,24.865429653470045,1006.6099591564617,55.430131447456624
2026-02-20 16:10:55,2,4,4,28.3618359375,164216,25.0964508422308,1006.517022546887,56.20805151483865
2026-02-20 16:10:58,2,4,4,28.3270703125,171443,25.09385298756188,1006.4538253804002,56.73707265909655
2026-02-20 16:11:02,4,5,5,28.0221875,171795,25.13689049774972,1006.3430306778087,57.66459593369835
2026-02-20 16:11:06,4,6,6,27.72140625,173216,25.267967268257003,1006.2857499520876,58.14415675657562
2026-02-20 16:11:08,4,6,6,27.4721875,174298,25.39194358203186,1006.2500081651336,58.443402306107615
2026-02-20 16:11:12,4,5,5,27.469453125,181277,25.44662604052767,1006.2329827180132,58.585949668092354
2026-02-20 16:11:15,5,6,6,27.152265625,180690,25.538070744645943,1006.2060295813033,58.811621657362686
2026-02-20 16:11:19,4,5,5,26.85109375,180108,25.713096157940257,1006.1033664975581,59.67123925606422
2026-02-20 16:11:21,4,5,5,26.610859375,181473,25.94779887920861,1006.0188274480449,60.37915418039326
2026-02-20 16:11:25,4,4,4,26.623359375,187918,26.124905788013578,1005.9745400096824,60.75002851779695
2026-02-20 16:11:28,3,4,4,26.313203125,185275,26.238926386925062,1005.8919485637985,61.44170573015084
2026-02-20 16:11:32,3,4,4,26.0114453125,186640,26.320527160443145,1005.7875158077736,62.316362836751274
2026-02-20 16:11:34,3,3,4,25.807734375,186852,26.45924447515128,1005.7101228018063,62.96460099192005
2026-02-20 16:11:38,2,3,3,25.84953125,192983,26.627977975193385,1005.6970507538524,63.07409549637363
2026-02-20 16:11:41,2,2,3,25.5378125,193892,26.697767269017906,1005.6766531282228,63.24495303992816
2026-02-20 16:11:44,1,2,3,25.5591015625,197852,26.74358376707489,1005.6698450054915,63.30198084732097
2026-02-20 16:11:47,2,3,3,25.2159375,196553,26.761249528440977,1005.6690787077994,63.30839971081471
2026-02-20 16:11:50,2,3,4,25.1212109375,200624,26.985916016266344,1005.686668432062,63.161061051961546
2026-02-20 16:11:54,2,3,4,24.7696484375,200380,27.063646815277057,1005.7193420894847,62.88737879375846
2026-02-20 16:11:57,2,4,6,24.0852734375,201483,27.132162590694175,1005.7160534282827,62.91492506952018
2026-02-20 16:12:01,2,4,6,23.8440625,208235,27.212917009383325,1005.6891987743869,63.13986605086816
2026-02-20 16:12:05,2,4,6,23.3630078125,207710,27.451925776625277,1005.6858534764903,63.16788740400307
2026-02-20 16:12:08,3,4,7,22.8641796875,204995,27.90564212282005,1005.6826428667414,63.194780634367085
2026-02-20 16:12:12,3,4,6,22.7477734375,209961,28.151629654441773,1005.6779113097879,63.234413996227104
2026-02-20 16:12:15,3,4,6,22.1794140625,208367,28.506610771622437,1005.6820323561799,63.19989449986655
2026-02-20 16:12:19,3,3,5,21.7766796875,207579,28.94765459498677,1005.6785735792583,63.2288665603964
2026-02-20 16:12:22,3,3,5,21.3454296875,209294,29.415213799928893,1005.674853408482,63.26002824756569
2026-02-20 16:12:25,3,3,3,21.1817578125,214194,29.726371910070608,1005.6963799159915,63.07971462092019
2026-02-20 16:12:28,3,3,3,20.8909375,209161,30.28588323683981,1005.6898205737251,63.134657656419684
2026-02-20 16:12:31,3,3,3,20.8680859375,212947,30.73989352145452,1005.6846566085354,63.17791279545159
2026-02-20 16:12:34,3,4,4,20.5571484375,211172,31.255778299103607,1005.6731908523219,63.27395453491701
2026-02-20 16:12:37,3,4,4,20.5419140625,214473,31.520528953637417,1005.665516444212,63.338238928351736
2026-02-20 16:12:40,3,4,4,20.2255078125,211308,31.901841103947543,1005.6811071708617,63.207644203971974
2026-02-20 16:12:43,3,4,4,20.19640625,214613,32.14369172613153,1005.6714758259723,63.28832035473209
2026-02-20 16:12:46,3,4,4,19.9938671875,211308,32.58173110755053,1005.6707400964854,63.29448315664842
2026-02-20 16:12:49,3,5,5,20.056953125,214753,32.86698721700337,1005.663449046077,63.35555647967103
2026-02-20 16:12:52,3,4,4,19.76125,214893,33.12116748041707,1005.7018746193379,63.03368954647804
2026-02-20 16:12:55,3,5,6,19.722578125,217590,33.24941747705648,1005.6951738039629,63.089817358436015
2026-02-20 16:12:58,3,5,5,19.536640625,214333,33.5195047460137,1005.6750525853512,63.25835985746697
2026-02-20 16:13:01,3,5,5,19.55734375,220062,33.69353213346339,1005.6625451875832,63.36312765539612
2026-02-20 16:13:04,3,5,6,19.21359375,218311,33.89263355922726,1005.6445365232478,63.51397848139724
2026-02-20 16:13:07,3,5,5,19.180390625,221096,34.039172129359414,1005.6283403787506,63.64964847741936
2026-02-20 16:13:10,3,5,5,18.9333203125,219329,34.350927519238105,1005.6286718705861,63.6468716570977
2026-02-20 16:13:13,3,5,5,18.9278515625,223194,34.540744209843105,1005.6272699166663,63.65861546312874
2026-02-20 16:13:16,3,5,5,18.7110546875,216304,34.88496501316286,1005.6317724131491,63.620899259608
2026-02-20 16:13:20,3,4,4,18.8176953125,220652,35.184154466025944,1005.6393828884667,63.557148663172086
2026-02-20 16:13:22,2,4,4,18.685078125,217303,36.00856782862665,1005.914860181437,61.24982357708922
2026-02-20 16:13:26,2,4,4,18.8110546875,221990,35.59555145756417,1005.7909487460357,62.2876097325542
2026-02-20 16:13:28,2,4,4,18.6430859375,217878,35.725282365105905,1005.7029786989162,63.02444151131135
2026-02-20 16:13:32,3,4,4,18.749921875,208235,36.032114496815865,1005.6767395638705,63.24422901922784
2026-02-20 16:13:34,3,3,3,18.5868359375,210767,37.25107391391638,1005.6756272054569,63.25354659677279
2026-02-20 16:13:38,3,3,3,18.6942578125,216731,37.44949788522411,1005.6953307096869,63.08850307089143
2026-02-20 16:13:40,2,3,3,18.548359375,208499,37.29436961382712,1005.7086341116632,62.97707054757177
2026-02-20 16:13:44,2,3,3,18.63859375,209560,38.13377199810466,1005.704906512505,63.008293702347544
2026-02-20 16:13:46,2,3,3,18.5188671875,213638,38.58343207694827,1005.7089914567473,62.97407735489017
2026-02-20 16:13:50,3,3,3,18.6659375,219475,38.03604617617769,1005.6849538791722,63.175422750024346
2026-02-20 16:13:52,3,4,4,18.578046875,215879,37.88585260371329,1005.6833870040164,63.188547464781024
2026-02-20 16:13:56,2,3,3,18.7294140625,221841,37.871104237994814,1005.6984640977971,63.062256944241916
2026-02-20 16:13:58,2,3,3,18.7016796875,216589,37.72691505206869,1005.6998123438228,63.050963682491265
2026-02-20 16:14:02,2,3,3,18.93234375,220356,37.7021903607948,1005.7135595149781,62.93581447688647
2026-02-20 16:14:04,2,3,4,18.9235546875,216162,37.730805685495376,1005.7177354188124,62.90083647781588
2026-02-20 16:14:08,2,4,4,19.1399609375,219329,37.48674589407972,1005.7052371750667,63.005523999375505
2026-02-20 16:14:10,2,4,4,19.1159375,217447,37.3961393418702,1005.7178769507071,62.89965098742247
2026-02-20 16:14:14,3,4,4,19.3091015625,220504,37.273665233619624,1005.7244878126007,62.84427765989177
2026-02-20 16:14:16,2,4,4,19.2153515625,217017,37.19406902334597,1005.7175511895756,62.90237960715315
2026-02-20 16:14:20,2,4,4,19.372578125,221245,37.07410640623688,1005.7342308392915,62.76266950272124
2026-02-20 16:14:22,2,4,4,19.2782421875,219037,36.93589199541297,1005.7588232728366,62.55668469870194
2026-02-20 16:14:26,3,4,5,19.4133984375,223194,37.107411790101466,1005.7497742995106,62.63247790279154
2026-02-20 16:14:29,3,4,4,19.1622265625,221096,36.73718088702503,1005.7276529189952,62.81776647479335
2026-02-20 16:14:33,2,3,3,19.07296875,223194,36.71109404861892,1005.7097144038661,62.96802181031641
2026-02-20 16:14:37,2,3,4,19.0253125,224258,36.408191972470206,1005.683365804177,63.18872504244243
2026-02-20 16:14:40,2,3,4,18.981953125,224410,36.310615997476184,1005.6871793424015,63.15678149108882
2026-02-20 16:14:44,2,3,4,18.9497265625,224717,36.342617644397905,1005.6904946406424,63.12901145458893
2026-02-20 16:14:47,2,3,4,18.90421875,224258,36.36752717359181,1005.6783093335902,63.23107998819044
